Nr,Name,FIDE ID,Born,Birthplace,Died,Title,Federation,Sex,Notes
258,"Bunzmann, Dimitrij",4634284,21.02.1982,Tekeli,,2003,Germany,M,
866,"Khruschiov, Alexey",13900544,12.03.1982,Chișinău,,2007,Moldova,M,title application
241,"Bromberger, Stefan",4635248,19.03.1982,Neuss,,2014,Germany,M,title application
652,"Handke, Florian",4634527,22.03.1982,,,2003,Germany,M,title application
1252,"Neelotpal, Das",5003512,20.04.1982,Kolkata,,2006,India,M,
1672,"Smirnov, Pavel",4123425,27.04.1982,Mezhdure­chensk,,2003,Russia,M,
247,"Bruzón Batista, Lázaro",3503739,02.05.1982,Holguín,,1999,Cuba,M,currently United States
1000,"Le Roux, Jean-Pierre",609404,18.05.1982,Guingamp,,2010,France,M,title application[note 58]
784,"Jedynak, Radosław",1109243,09.06.1982,Warsaw,,2006,Poland,M,title application
1634,"Shkuro, Iuri",14108836,20.06.1982,Kherson,,2009,Ukraine,M,title application
1425,"Potkin, Vladimir",4131061,28.06.1982,Rybinsk,,2001,Russia,M,
853,"Khamrakulov, Ibragim S.",14200295,28.07.1982,,,2006,Spain,M,
545,"Ghaem Maghami, Ehsan",12500739,11.08.1982,Tehran,,2001,Iran,M,
1853,"Vallejo Pons, Francisco",2205530,21.08.1982,Mahón,,1999,Spain,M,
524,"Gasanov, Eldar",14104466,26.09.1982,Kharkiv,,2007,Ukraine,M,title application
89,"Aronian, Levon",13300474,06.10.1982,Yerevan,,2000,Armenia,M,later Germany; currently United States
7,"Abergel, Thal",614890,13.10.1982,Haifa,,2008,France,M,title application
210,"Bocharov, Dmitry",4138716,20.10.1982,Novosibirsk,,2003,Russia,M,
1704,"Sprenger, Jan Michael",4646258,26.11.1982,Cologne,,2018,Germany,M,title application
945,"Kristjánsson, Stefán",2301172,08.12.1982,Reykjavík,28.02.2018,2011,Iceland,M,title application[obit 20]
250,"Bryzgalin, Kirill",4133285,14.12.1982,Sochi,,2008,Russia,M,title application[note 13]
275,"Carlsson, Pontus",1705814,18.12.1982,Cali,,2007,Sweden,M,title application
484,"Flores, Diego",108049,18.12.1982,Las Palmas,,2008,Argentina,M,title application
501,"Gabrielian, Artur",4131002,26.12.1982,Hrazdan,,2009,Russia,M,title application
1745,Sundararajan Kidambi,5005370,29.12.1982,Chennai,,2009,India,M,title application[note 95]
1191,"Mogranzini, Roberto",810894,06.01.1983,Carpi,,2013,Italy,M,title application
1187,"Miśta, Aleksander",1110381,07.01.1983,Myszków,,2003,Poland,M,
1785,"Teterev, Vitaly",13501429,07.01.1983,Novopolotsk,,2007,Belarus,M,title application
119,"Bacrot, Étienne",605506,22.01.1983,Lille,,1997,France,M,
461,"Fernandez Romero, Ernesto",2214679,23.01.1983,Málaga,,2018,Spain,M,title application
378,"Djukić, Nikola",922412,26.01.1983,Titograd,,2005,Serbia and Montenegro,M,title application; currently Montenegro
434,"Erenburg, Sergey",2805642,27.01.1983,,,2003,Israel,M,currently United States
1937,"Wirig, Anthony",615013,03.02.1983,Thionville,,2011,France,M,title application
992,"Laxman, R. R.",5005361,05.02.1983,Chennai,,2009,India,M,title application
513,"Ganguly, Surya Shekhar",5002150,24.02.1983,Kolkata,,2003,India,M,title application
1419,"Popović, Dušan",927031,28.02.1983,Sombor,,2007,Serbia,M,title application
1254,"Neikšāns, Arturs",11601388,16.03.1983,Valka,,2012,Latvia,M,title application
474,"Firman, Nazar",14104490,22.03.1983,Lviv,,2011,Ukraine,M,title application
776,"Janković, Alojzije",14505959,02.04.1983,Zagreb,,2006,Croatia,M,title application
2025,"Zubov, Oleksandr",14109409,04.04.1983,,,2011,Ukraine,M,title application
531,"Gazarian, Aram",4127854,11.04.1983,,,2002,Russia,M,
1761,"Szabó, Gergely-Andras-Gyula",1205064,13.04.1983,Bucharest,,2010,Romania,M,title application
670,"Hawkins, Jonathan",412686,01.05.1983,Consett,,2014,England,M,title application[citation needed]
285,"Charbonneau, Pascal",2602504,06.05.1983,Montreal,,2006,Canada,M,
426,"Eljanov, Pavel",14102951,10.05.1983,Kharkiv,,2001,Ukraine,M,
111,"Azarov, Sergei",13501470,19.05.1983,Minsk,,2003,Belarus,M,title application
1367,"Pérez Candelario, Manuel",2210622,25.05.1983,Zafra,,2011,Spain,M,title application
816,"Kanep, Meelis",4501047,27.05.1983,Võru,,2006,Estonia,M,
1271,Ni Hua,8601160,31.05.1983,Shanghai,,2003,China,M,
596,"Gozzoli, Yannick",616915,02.06.1983,Marseille,,2012,France,M,title application
1125,"Mastrovasilis, Dimitrios",4202694,12.06.1983,,,2003,Greece,M,
770,"Jakovenko, Dmitry",4122356,28.06.1983,Omsk,,2001,Russia,M,
569,"Goh, Wei Ming Kevin",5800706,07.07.1983,Singapore,,2020,Singapore,M,title application
416,"Dziuba, Marcin",1112953,17.07.1983,Zamość,,2007,Poland,M,title application
1335,"Panarin, Mikhail",4153251,04.08.1983,Rostov-on-Don,,2007,Russia,M,title application
309,"Čmilytė, Viktorija",12801259,06.08.1983,Šiauliai,,2010,Lithuania,F,title application
1336,"Panchanathan, Magesh Chandran",5007429,10.08.1983,Madurai,,2006,India,M,
282,"Chanda, Sandipan",5004225,13.08.1983,Kolkata,,2003,India,M,
1596,"Šebenik, Matej",14602296,28.08.1983,Ljubljana,,2012,Slovenia,M,title application
1573,"Sargissian, Gabriel",13300881,03.09.1983,Yerevan,,2002,Armenia,M,
696,"Himanshu, Sharma",5007836,16.09.1983,Rohtak,,2017,India,M,title application
385,"Domínguez Pérez, Leinier",3503240,23.09.1983,Havana,,2001,United States,M,;[note 20] later Cuba; currently United States
772,"Jakubowski, Krzysztof",1112848,23.09.1983,Łomża,,2009,Poland,M,title application
963,"Kunin, Vitaly",4128737,02.10.1983,Moscow,,2006,Germany,M,
1115,"Markuš, Robert",921637,07.10.1983,Bačka Topola,,2004,Serbia and Montenegro,M,currently Serbia
1414,"Ponomariov, Ruslan",14103320,11.10.1983,Horlivka,,1998,Ukraine,M,
1515,"Roiz, Michael",2804158,12.10.1983,,,2003,Israel,M,
1535,"Rusev, Krasimir",2905434,16.10.1983,"Dimitrovgrad, Bulgaria",,2008,Bulgaria,M,title application
1661,"Skorchenko, Dmitriy",4131029,17.10.1983,Pyatigorsk,,2007,Russia,M,title application
931,"Kovchan, Alexander",14103052,21.10.1983,Chernigov,,2002,Ukraine,M,
611,"Grischuk, Alexander",4126025,31.10.1983,Moscow,,2000,Russia,M,
607,"Grigoriants, Sergey",4130804,02.11.1983,Tashkent,,2003,Russia,M,now Hungary
1504,"Rodríguez Guerrero, Enrique",2216892,08.11.1983,Granada,,2007,Spain,M,title application
30,"Akobian, Varuzhan",13300580,19.11.1983,Yerevan,,2004,Armenia,M,currently United States
1478,"Rasmussen, Allan Stig",1406000,20.11.1983,Læsø,,2009,Denmark,M,title application
789,"Jobava, Baadur",13601520,26.11.1983,Gali,,2001,Georgia,M,
1724,"Stojanović, Dalibor",922692,09.12.1983,Bijeljina,,2012,Bosnia and Herzegovina,M,title application
1597,"Sedlak, Nikola",922900,13.12.1983,Subotica,,2003,Serbia and Montenegro,M,currently Serbia
951,"Krush, Irina",2012782,24.12.1983,Odesa,,2013,United States,F,title application
1030,"Libiszewski, Fabien",616834,05.01.1984,Saint-Étienne,,2009,France,M,title application
767,"Izoria, Zviad",13601733,06.01.1984,Khoni,,2002,Georgia,M,FIDE Golden Book; currently United States
1142,"McShane, Luke J.",404853,07.01.1984,London,,2000,England,M,
1372,"Perunović, Miloš",921629,14.01.1984,Belgrade,,2004,Serbia and Montenegro,M,title application; currently Serbia
1930,"Werle, Jan",1006088,15.01.1984,Warnsveld,,2006,Netherlands,M,
1139,"Mazé, Sébastien",613762,08.02.1984,Paris,,2007,France,M,title application
946,"Kritz, Leonid",4653530,26.02.1984,Moscow,,2003,Germany,M,
1064,"Lupulescu, Constantin",1207822,25.03.1984,Buftea,,2006,Romania,M,
1347,"Paragua, Mark",5201241,29.03.1984,,,2005,Philippines,M,title application
1575,"Šarić, Ante",14506254,06.04.1984,Split,,2007,Croatia,M,title application
952,"Kryakvin, Dmitry",4153278,10.04.1984,Rostov-on-Don,,2009,Russia,M,title application
1189,"Mitoń, Kamil",1111914,12.04.1984,Kraków,,2002,Poland,M,
382,"Dobrov, Vladimir",4136594,13.04.1984,Moscow,,2004,Russia,M,
914,"Kosteniuk, Alexandra",4128125,23.04.1984,Perm,,2004,Russia,F,currently Switzerland
401,"Drozdovskij, Yuri",14107180,22.05.1984,Odesa,,2004,Ukraine,M,
94,"Arutinian, David",13601741,31.05.1984,Tbilisi,,2006,Georgia,M,title application
191,"Bhat, Vinay",2011352,04.06.1984,Santa Clara,,2008,United States,M,title application
875,"Kislinsky, Alexey",14108801,10.06.1984,Kyiv,,2008,Ukraine,M,title application; currently Czech Republic
1138,"Maximov, Dmitry",14105659,20.07.1984,Dnipro,,2008,Ukraine,M,title application
547,"Gharamian, Tigran",13301527,24.07.1984,Yerevan,,2009,France,M,title application
1452,"Quesada Pérez, Yuniesky",3504409,31.07.1984,Santa Clara,,2005,Cuba,M,currently United States
172,"Belov, Vladimir",4132394,06.08.1984,Kirzhach,,2003,Russia,M,
685,"Hernández Carmenate, Holden",3504387,10.08.1984,Güines,,2007,Cuba,M,title application; currently United States
485,"Flumbort, András",717274,17.08.1984,Nagykanizsa,,2010,Hungary,M,title application
645,"Haddouche, Mohamed",7900660,19.08.1984,Sidi Bel Abbès,,2014,Algeria,M,title application
1130,"Matjushin, Gennady",14107910,23.08.1984,Makiivka,,2007,Ukraine,M,title application
1123,"Maslak, Konstantin",4130901,27.08.1984,Volgograd,,2008,Russia,M,title application
1381,"Petrosian, Tigran L.",13301616,17.09.1984,Yerevan,,2004,Armenia,M,
1668,"Smerdon, David C.",3202305,17.09.1984,Brisbane,,2009,Australia,M,title application
1379,"Petrosian, Davit G.",13301349,20.09.1984,Yerevan,,2009,Armenia,M,title application
787,"Jianu, Vlad-Cristian",1208110,27.09.1984,Bucharest,,2007,Romania,M,title application
862,"Khismatullin, Denis",4142578,28.12.1984,Neftekamsk,,2004,Russia,M,
505,"Gagunashvili, Merab",13601652,03.01.1985,Tbilisi,,2002,Georgia,M,
153,"Bartel, Mateusz",1112635,03.01.1985,Warsaw,,2005,Poland,M,title application
1796,"Timofeev, Artyom",4140419,06.01.1985,Kazan,,2003,Russia,M,
1328,"Pähtz, Elisabeth",4641833,08.01.1985,Erfurt,,2022,Germany,F,"title application; decision at FIDE council meeting, Nov 2022"
911,"Kosintseva, Nadezhda",4134974,14.01.1985,Arkhangelsk,,2011,Russia,F,title application
422,"El Debs, Felipe de Cresce",2106981,29.01.1985,São Carlos,,2010,Brazil,M,title application
1793,"Tikkanen, Hans",1706446,06.02.1985,Karlstad,,2010,Sweden,M,title application
976,"Lafuente, Pablo",108820,20.02.1985,Buenos Aires,,2008,Argentina,M,title application
1284,"Nikolov, Momchil",2905710,03.03.1985,Dobrich,,2010,Bulgaria,M,title application
1270,Nguyễn Văn Huy,12401064,14.03.1985,,,2020,Vietnam,M,title application
66,"Antal, Gergely",717312,20.03.1985,Budapest,,2011,Hungary,M,title application[citation needed]
1250,"Navara, David",309095,27.03.1985,Prague,,2002,Czech Republic,M,
1095,"Mamedov, Nidjat",13400819,02.04.1985,Nakhchivan,,2006,Azerbaijan,M,
1320,"Ortiz Suárez, Isan Reynaldo",3507165,02.04.1985,Guantánamo,,2011,Cuba,M,title application[note 74]
1296,"Nybäck, Tomi",503142,03.04.1985,Järvenpää,,2003,Finland,M,
1666,"Smeets, Jan",1007246,05.04.1985,Leiden,,2004,Netherlands,M,
982,"L'Ami, Erwin",1007998,05.04.1985,Woerden,,2005,Netherlands,M,title application
2005,Zhao Xue,8601283,06.04.1985,Jinan,,2008,China,F,title application
1516,"Romanenko, Vladimir",13502921,06.04.1985,Minsk,,2011,Belarus,M,title application[note 84]
1097,"Mamedyarov, Shakhriyar",13401319,12.04.1985,Sumgait,,2002,Azerbaijan,M,
1080,"Maiorov, Nikita",13501720,19.04.1985,Vitebsk,,2007,Belarus,M,title application
1615,"Shanava, Konstantine",13601784,05.05.1985,,,2006,Georgia,M,title application
1172,"Miljković, Miroslav D.",922722,06.05.1985,Niš,,2013,Serbia,M,title application
462,"Fernandez, Daniel",2015390,09.05.1985,"Lima, Peru",,2022,United States,M,title application; Di Felice
1876,"Venkatesh, M. R.",5005779,20.05.1985,Chennai,,2012,India,M,title application
1201,"Moradiabadi, Elshan",12501255,22.05.1985,Tehran,,2005,Iran,M,title application; currently United States
967,"Kurnosov, Igor",4142527,30.05.1985,Chelyabinsk,08.08.2013,2003,Russia,M,
674,"Heberla, Bartłomiej",1115120,19.06.1985,Rybnik,,2006,Poland,M,title application
905,"Korobov, Anton",14105730,25.06.1985,Kemerovo,,2003,Ukraine,M,
1984,"Zaitsev, Alexander",4164490,28.06.1985,Tula,,2017,Russia,M,title application
1111,"Markoš, Ján",14903474,02.07.1985,Banská Bystrica,,2007,Slovakia,M,title application
418,"Efimenko, Zahar",14107201,03.07.1985,Makiivka,,2002,Ukraine,M,
1294,"Novikov, Stanislav",4125371,06.07.1985,Moscow,,2004,Russia,M,title application
90,"Aroshidze, Levan",13601865,09.07.1985,Tbilisi,,2006,Georgia,M,title application; currently Spain
1119,"Martinez Duany, Lelys Stanley",3504727,10.07.1985,Santiago de Cuba,,2009,Cuba,M,title application
506,"Gajewski, Grzegorz",1116207,19.07.1985,Skierniewice,,2006,Poland,M,title application
726,"Ibarra Jeréz, José Carlos",2226332,07.08.1985,Murcia,,2013,Spain,M,title application
183,"Berkes, Ferenc",718572,08.08.1985,Baja,,2002,Hungary,M,
1843,"Ushenina, Anna",14110911,30.08.1985,Kharkiv,,2012,Ukraine,F,Women's World Champion 2012–2013; IM title application
450,"Fargère, François",615935,01.09.1985,"Saint-Rémy, Saône-et-Loire",,2009,France,M,title application
316,"Cornette, Matthieu",620084,04.09.1985,Bègles,,2008,France,M,title application
1491,"Riazantsev, Alexander",4125029,12.09.1985,Moscow,,2001,Russia,M,
2008,"Zhigalko, Andrey",13502247,18.09.1985,Minsk,,2006,Belarus,M,title application
863,"Khmelniker, Ilya",2805340,21.09.1985,Russia,,2011,Israel,M,title application
1994,"Zaragatski, Ilja",4655192,26.09.1985,Leningrad,,2013,Germany,M,title application
1234,"Naiditsch, Arkadij",4650891,25.10.1985,Riga,,2001,Germany,M,currently Azerbaijan
447,"Evdokimov, Alexander A.",4139275,28.10.1985,Astrakhan,,2005,Russia,M,title application
1334,"Palo, Davor",1405853,02.11.1985,Sarajevo,,2005,Denmark,M,title application
786,"Jeremić, Veljko",927040,09.11.1985,Priboj,,2004,Serbia and Montenegro,M,title application; currently Serbia
40,"Alekseev, Evgeny",4138147,28.11.1985,"Pushkin, Saint Petersburg",,2002,Russia,M,
739,"Inarkiev, Ernesto",4162722,09.12.1985,Osh,,2002,Russia,M,
251,Bu Xiangzhi,8601445,10.12.1985,Qingdao,,2000,China,M,
63,"Annaberdiyev, Meylis",14000563,24.12.1985,Büzmeýin,,2022,Turkmenistan,M,title application; Di Felice
482,"Flom, Gabriel",621650,27.01.1986,Paris,,2020,France,M,title application
108,"Aveskulov, Valeriy",14109743,31.01.1986,Antratsyt,,2006,Ukraine,M,title application
1644,"Shytaj, Iart Luca",812633,03.02.1986,Tirana,,2018,Italy,M,title application
1222,"Murariu, Andrei",1209272,17.02.1986,Bârlad,,2006,Romania,M,
1339,"Pantsulaia, Levan",13602071,26.02.1986,Tbilisi,,2005,Georgia,M,
339,"Danin, Alexandre",4144031,14.03.1986,Bryansk,,2011,Russia,M,title application
751,"Ismagambetov, Anuar",13701525,21.03.1986,Astana,,2008,Kazakhstan,M,title application
1526,"Saptarshi, Roy",5008980,21.03.1986,Kolkata,,2018,India,M,title application
598,"Grachev, Boris",4129199,27.03.1986,Moscow,,2007,Russia,M,title application
868,"Kim, Alexey",4129776,05.04.1986,Tashkent,,2004,Russia,M,currently South Korea
912,"Kosintseva, Tatiana",4133471,11.04.1986,Arkhangelsk,,2009,Russia,F,title application
61,"Anisimov, Pavel",4135229,19.04.1986,Leningrad,,2019,Russia,M,title application; currently Montenegro
114,"Babujian, Levon",13301993,08.05.1986,Yerevan,,2010,Armenia,M,title application
661,"Harikrishna, Pentala",5007003,10.05.1986,Gundur,,2001,India,M,
496,"Frolyanov, Dmitry",4151976,20.05.1986,Tolyatti,,2007,Russia,M,title application
638,"Guseinov, Gadir",13401378,21.05.1986,Moscow,,2002,Azerbaijan,M,
579,"Gómez, John Paul",5201381,23.05.1986,,,2009,Philippines,M,title application
185,"Bernášek, Jan",311995,31.05.1986,Moravská Třebová,,2013,Czech Republic,M,title application
1975,"Yudin, Sergei",4159659,10.06.1986,Novosibirsk,,2009,Russia,M,title application
468,"Filippov, Anton",14200988,12.06.1986,Tashkent,,2008,Uzbekistan,M,title application[note 29]
82,"Areshchenko, Alexander",14109530,15.06.1986,Luhansk,,2002,Ukraine,M,
1899,"Volokitin, Andrei",14107090,18.06.1986,Lviv,,2001,Ukraine,M,
2006,Zhao Zong-Yuan,3202534,26.06.1986,Beijing,,2008,Australia,M,title application
1673,"Smith, Axel",1707930,27.06.1986,Ystad,,2016,Sweden,M,title application
151,"Barrientos, Sergio E.",4401824,29.06.1986,Medellín,,2011,Colombia,M,title application
1579,"Savchenko, Boris",4147332,10.07.1986,Krasnodar,,2007,Russia,M,title application
526,"Gashimov, Vugar",13400630,24.07.1986,Baku,11.01.2014,2002,Azerbaijan,M,
226,"Borišek, Jure",14603152,27.07.1986,Šempeter pri Gorici,,2009,Slovenia,M,title application[note 11]
87,"Arnaudov, G. Petar",2907127,08.08.1986,Plovdiv,,2013,Bulgaria,M,title application
537,"Geller, Jakov",4151984,11.08.1986,,,2011,Russia,M,title application
1600,"Semcesen, Daniel",1706993,17.08.1986,Sweden,,2014,Sweden,M,title application
101,"Asis Gargatagli, Hipolito",2260735,17.08.1986,Barcelona,,2019,Spain,M,title application
684,"Héra, Imre Jr.",716855,03.09.1986,Budapest,,2007,Hungary,M,title application
590,"Gordon, Stephen J.",411477,04.09.1986,Oldham,,2009,England,M,title application
49,"Amanov, Mesgen",14000652,06.09.1986,Daşoguz,,2009,Turkmenistan,M,title application
1543,"Sadorra, Julio Catalino",5201268,14.09.1986,Quezon City,,2011,Philippines,M,title application
144,"Barbosa, Oliver",5201640,29.09.1986,Pasig,,2011,Philippines,M,title application
371,"Diermair, Andreas",1612468,29.09.1986,Deutschlands­berg,,2018,Austria,M,title application
1307,"Oleksiyenko, Mykhaylo",4152417,30.09.1986,Lviv,,2005,Ukraine,M,title application
2011,Zhou Weiqi,8601674,01.10.1986,Changzhou,,2009,China,M,title application
1595,"Sebag, Marie",617822,15.10.1986,Paris,,2008,France,F,title application
961,"Kuljašević, Davorin",14506661,22.10.1986,Zagreb,,2010,Croatia,M,title application
1298,"Obregón, Andrés Carlos",111724,22.10.1986,Buenos Aires,,2014,Argentina,M,title application
1159,"Michiels, Bart",202967,30.10.1986,Gent,,2014,Belgium,M,title application
441,"Esen, Barış",6302114,03.11.1986,Antalya,,2010,Turkey,M,title application
1091,"Maletin, Pavel",4146786,06.11.1986,Novosibirsk,,2007,Russia,M,title application
855,"Kharitonov, Alexandr",4135202,08.11.1986,Obninsk,,2006,Russia,M,title application
1152,"Mekhitarian, Krikor Sevag",2107660,15.11.1986,São Paulo,,2010,Brazil,M,title application
291,"Cheparinov, Ivan",2905540,26.11.1986,Asenovgrad,,2004,Bulgaria,M,title application; later Georgia; currently Bulgaria
495,"Friedel, Joshua",2017199,03.12.1986,"Goffstown, New Hampshire",,2008,United States,M,title application
19,"Agaragimov, Djakhangir",13401718,05.12.1986,,,2014,Azerbaijan,M,title application
1331,"Pakleza, Zbigniew",1119290,05.12.1986,Gliwice,,2014,Poland,M,title application[note 77]
2004,Zhao Jun,8602522,12.12.1986,Jinan,,2005,China,M,title application
955,"Kryvoruchko, Yuriy",14109182,19.12.1986,Lviv,,2006,Ukraine,M,title application
1069,"Lysyj, Igor",4150120,01.01.1987,Nizhny Tagil,,2007,Russia,M,title application
412,"Dzagnidze, Nana",13601903,01.01.1987,Kutaisi,,2008,Georgia,F,title application
159,"Batsiashvili, Nino",13602993,01.01.1987,Batumi,,2018,Georgia,F,title application
1727,"Stopa, Jacek",1119591,03.01.1987,Wrocław,,2015,Poland,M,title application
734,"Iljin, Artem",4156021,04.01.1987,Tatarstan,,2007,Russia,M,title application; currently Montenegro
1938,"Wojtaszek, Radosław",1118358,13.01.1987,Elbląg,,2005,Poland,M,title application
799,"Jurčík, Marián",14907518,27.01.1987,,,2017,Slovakia,M,title application
1889,"Vitiugov, Nikita",4152956,04.02.1987,Leningrad,,2007,Russia,M,title application
158,"Batchuluun, Tsegmed",4900847,04.02.1987,Ulan Bator,,2012,Mongolia,M,title application
1777,"Tarlev, Konstantin",14114089,09.02.1987,,,2013,Ukraine,M,title application
257,"Bulski, Krzysztof",1121499,12.02.1987,Częstochowa,17.12.2020,2012,Poland,M,title application[obit 7]
2019,"Zinchenko, Yaroslav",14110547,14.02.1987,Dniepro­petrovsk,,2006,Ukraine,M,title application
16,"Adly, Ahmed",10601619,19.02.1987,Cairo,,2005,Egypt,M,title application
1719,"Stellwagen, Daniël",1006673,01.03.1987,Soest,,2004,Netherlands,M,title application[note 92]
138,"Balogh, Csaba",718939,10.03.1987,Budapest,,2004,Hungary,M,
1457,"Radjabov, Teimour",13400924,12.03.1987,Baku,,2001,Azerbaijan,M,
323,"Cuenca Jiménez, José Fernando",2255570,17.03.1987,Granada,,2015,Spain,M,title application
1660,"Škoberne, Jure",14604299,20.03.1987,Šempeter pri Gorici,,2010,Slovenia,M,title application
896,"Koneru, Humpy",5008123,31.03.1987,Vijayawada,,2002,India,F,
1920,Wang Yue,8601429,31.03.1987,Taiyuan,,2004,China,M,
1433,"Predojević, Borki",930849,06.04.1987,Teslić,,2005,Bosnia and Herzegovina,M,title application
1767,"Tahirov, Farhad",13401661,12.04.1987,,,2002,Azerbaijan,M,
1346,"Papp, Gabor",718602,04.05.1987,Pécs,,2011,Hungary,M,title application
439,"Eryomenko, Volodymyr",14109328,05.05.1987,Odesa,,2009,Ukraine,M,title application
1104,"Mareco, Sandro",112275,13.05.1987,Haedo,,2010,Argentina,M,title application
608,"Grigorov, Grigor",2907313,26.05.1987,Petrich,,2011,Bulgaria,M,title application
352,Deepan Chakkravarthy J.,5011132,03.06.1987,,,2006,India,M,
953,"Krylov, Mikhail",4151364,14.06.1987,Moscow,,2012,Russia,M,title application
1075,"Maghalashvili, Davit",13602276,27.06.1987,,,2014,Georgia,M,title application
102,"Askarov, Marat",4141229,29.06.1987,Kazan,,2008,Russia,M,title application[note 9]
1810,"Tomashevsky, Evgeny",4147235,01.07.1987,Saratov,,2005,Russia,M,
317,"Corrales Jimenez, Fidel",3506690,07.07.1987,Pinar del Río,,2009,Cuba,M,title application; currently United States
867,"Khusnutdinov, Rustam",13701703,11.07.1987,Karaganda,,2009,Kazakhstan,M,title application
939,"Krapivin, Alexander",4154720,23.07.1987,Moscow,,2007,Russia,M,title application
1427,"Pozo Vera, Sandro",3507203,27.07.1987,Santa Clara,,2012,Cuba,M,title application
1352,"Pashikian, Arman",13301578,28.07.1987,Irkutsk,,2007,Armenia,M,title application
444,"Espinosa Veloz, Ermes",3507424,30.07.1987,Villa Clara Province,,2017,Cuba,M,title application
1636,"Shoker, Samy",627143,01.08.1987,Asnières-sur-Seine,,2014,Egypt,M,title application
363,"Demchenko, Anton",4160258,20.08.1987,Novorossiysk,,2013,Russia,M,title application; currently Slovakia
1455,"Quparadze, Giga",13602250,23.08.1987,Kutaisi,,2017,Georgia,M,title application
1149,"Meier, Georg",4675789,26.08.1987,Trier,,2007,Germany,M,title application; currently Uruguay
433,"Erdős, Viktor",719978,02.09.1987,Békéscsaba,,2007,Hungary,M,title application
592,"Gorovets, Andrey",13504037,14.09.1987,Vitebsk,,2017,Belarus,M,title application
1181,"Miron, Lucian-Costin",1210920,14.09.1987,Ploiești,,2019,Romania,M,title application
1148,"Megaranto, Susanto",7101384,08.10.1987,Indramayu,,2004,Indonesia,M,
1267,Nguyễn Huynh Minh Huy,12401269,11.10.1987,Đồng Tháp Province,,2014,Vietnam,M,title application
578,"Gomez Garrido, Camilo Ernesto",3507904,23.10.1987,Holguín,,2016,Cuba,M,title application
1671,"Smirnov, Igor",14110482,28.10.1987,Sevastopol,,2008,Ukraine,M,title application
234,"Brandenburg, Daan",1011014,14.11.1987,Lelystad,,2011,Netherlands,M,title application
722,"Hungaski, Robert",2021030,08.12.1987,"Stamford, Connecticut",,2013,United States,M,title application
1238,"Nakamura, Hikaru",2016192,09.12.1987,Hirakata,,2003,United States,M,
793,"Jones, Gawain C. B.",409561,11.12.1987,Keighley,,2007,England,M,title application
937,"Krämer, Martin",4671910,23.12.1987,Erfurt,,2012,Germany,M,title application
1524,"Roussel-Roozmon, Thomas",2603659,08.01.1988,Laval,,2010,Canada,M,title application
997,"Laznicka, Viktor",316385,09.01.1988,Pardubice,,2006,Czecho­slovakia,M,currently Czech Republic
618,"Guerra Mendez, Jose Angel",3508129,20.01.1988,"Manzanillo, Cuba",,2017,Spain,M,title application
1461,"Ragger, Markus",1610856,05.02.1988,Klagenfurt,,2008,Austria,M,title application
1403,"Podolchenko, Evgeniy",13504134,07.02.1988,Salihorsk,,2010,Belarus,M,title application[note 82]
235,"Braun, Arik",4663527,08.02.1988,Aresing,,2008,Germany,M,title application
1830,"Tukhaev, Adam",14109476,14.02.1988,Kerch,,2007,Ukraine,M,title application
523,"Gareyev, Timur",14200937,03.03.1988,Tashkent,,2004,Uzbekistan,M,currently United States
876,"Kjartansson, Gudmundur",2301318,06.03.1988,Reykjavík,,2021,Iceland,M,title application
466,"Fier, Alexandr",2107139,11.03.1988,Joinville,,2007,Brazil,M,title application
238,"Brkić, Ante",14506688,31.03.1988,Stari Mikanovci,,2007,Croatia,M,title application
565,"Glud, Jakob Vang",1407767,06.04.1988,Aarhus,,2014,Denmark,M,title application
1343,"Papadopoulos, Ioannis K.",4207742,12.04.1988,,,2009,Greece,M,title application
327,"Czarnota, Paweł",1121219,14.04.1988,Olkusz,,2006,Poland,M,title application
26,"Ajrapetjan, Yuriy",14109069,18.04.1988,Yerevan,,2007,Ukraine,M,title application; currently Russia
207,"Bluvshtein, Mark",2603608,20.04.1988,Yaroslavl,,2004,Canada,M,title application
93,"Arun Prasad, S.",5011167,21.04.1988,Salem,,2008,India,M,title application
580,"Gonda, László",720852,24.04.1988,Tatabánya,,2010,Hungary,M,title application
1096,"Mamedov, Rauf",13401653,26.04.1988,Baku,,2004,Azerbaijan,M,
216,"Bogosavljević, Boban",931152,26.04.1988,Vršac,,2008,Serbia,M,title application
227,"Boros, Dénes",722340,30.04.1988,Budapest,,2009,Hungary,M,title application
1958,Yang Kaiqi,8604398,06.05.1988,Heilongjiang,,2019,Canada,M,title application
46,"Alsina Leal, Daniel",2252627,10.05.1988,Barcelona,,2010,Spain,M,title application
1011,"Lenič, Luka",14603853,13.05.1988,Ljubljana,,2007,Slovenia,M,title application[note 60]
1979,"Zaibi, Amir",5500796,22.05.1988,,,2020,Tunisia,M,winner Arab championship 2019
865,"Khotenashvili, Bella",13602640,01.06.1988,Telavi,,2013,Georgia,F,title application
1209,"Moskalenko, Alexander",4155351,08.06.1988,Zhytomyr Oblast,,2018,Russia,M,title application
2010,Zhou Jianchao,8603537,11.06.1988,Shanghai,,2006,China,M,
1360,"Pena Gomez, Manuel",2252813,13.06.1988,Vigo,,2019,Spain,M,title application
873,"Kiselev, Vitaliy",4194128,16.06.1988,Rostov-on-Don,,2007,Russia,M,title application
